State Name,Date,AQI,Category,Defining Parameter,Latitude,Longitude,County Name
Alabama,2001-01-01,38,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2001-01-01,61,Moderate,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2001-01-01,35,Good,PM2.5,31.0921,-87.5435,Escambia
Alabama,2001-01-01,10,Good,PM10,33.904039,-86.053867,Etowah
Alabama,2001-01-01,59,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2001-01-01,32,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2001-01-01,53,Moderate,PM2.5,34.772727,-86.756174,Madison
Alabama,2001-01-01,44,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2001-01-01,74,Moderate,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2001-01-01,20,Good,PM10,34.530717,-86.967536,Morgan
Alabama,2001-01-01,6,Good,PM10,31.790479,-85.978974,Pike
Alabama,2001-01-01,64,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2001-01-01,44,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2001-01-01,31,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2002-01-01,24,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2002-01-01,57,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2002-01-01,24,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2002-01-01,23,Good,SO2,30.474305,-88.141022,Mobile
Alabama,2003-01-01,28,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2003-01-01,31,Good,PM10,33.565278,-86.796389,Jefferson
Alabama,2003-01-01,19,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2003-01-01,9,Good,SO2,30.474305,-88.141022,Mobile
Alabama,2004-01-01,64,Moderate,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2004-01-01,45,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2004-01-01,44,Good,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2004-01-01,55,Moderate,PM2.5,31.0921,-87.5435,Escambia
Alabama,2004-01-01,63,Moderate,PM2.5,33.904039,-86.053867,Etowah
Alabama,2004-01-01,107,Unhealthy for Sensitive Groups,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2004-01-01,36,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2004-01-01,61,Moderate,PM2.5,34.772727,-86.756174,Madison
Alabama,2004-01-01,70,Moderate,PM2.5,30.474305,-88.141022,Mobile
Alabama,2004-01-01,62,Moderate,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2004-01-01,52,Moderate,PM2.5,34.530717,-86.967536,Morgan
Alabama,2004-01-01,112,Unhealthy for Sensitive Groups,PM2.5,32.437028,-84.999653,Russell
Alabama,2004-01-01,59,Moderate,PM2.5,33.0928,-86.8072,Shelby
Alabama,2004-01-01,43,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2004-01-01,51,Moderate,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2005-01-01,38,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2005-01-01,48,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2005-01-01,52,Moderate,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2005-01-01,60,Moderate,PM2.5,31.0921,-87.5435,Escambia
Alabama,2005-01-01,62,Moderate,PM2.5,33.904039,-86.053867,Etowah
Alabama,2005-01-01,60,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2005-01-01,40,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2005-01-01,45,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2005-01-01,45,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2005-01-01,48,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2005-01-01,47,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2005-01-01,68,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2005-01-01,34,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2005-01-01,40,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2005-01-01,40,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2006-01-01,30,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2006-01-01,66,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2006-01-01,27,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2006-01-01,3,Good,SO2,30.474305,-88.141022,Mobile
Alabama,2007-01-01,24,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2007-01-01,40,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2007-01-01,23,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2007-01-01,14,Good,PM10,30.474305,-88.141022,Mobile
Alabama,2008-01-01,12,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2008-01-01,32,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2008-01-01,15,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2008-01-01,30,Good,Ozone,33.565278,-86.796389,Jefferson
Alabama,2008-01-01,8,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2008-01-01,31,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2008-01-01,42,Good,PM10,30.474305,-88.141022,Mobile
Alabama,2008-01-01,15,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2008-01-01,13,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2008-01-01,60,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2008-01-01,12,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2008-01-01,10,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2009-01-01,20,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2009-01-01,32,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2009-01-01,22,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2009-01-01,38,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2009-01-01,19,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2009-01-01,34,Good,Ozone,34.772727,-86.756174,Madison
Alabama,2009-01-01,33,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2009-01-01,34,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2009-01-01,23,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2009-01-01,32,Good,PM2.5,32.437028,-84.999653,Russell
Alabama,2009-01-01,26,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2009-01-01,30,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2010-01-01,25,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2010-01-01,31,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2010-01-01,4,Good,PM10,30.474305,-88.141022,Mobile
Alabama,2010-01-01,30,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2010-01-01,35,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2010-01-01,39,Good,PM2.5,32.437028,-84.999653,Russell
Alabama,2010-01-01,39,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2011-01-01,31,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2011-01-01,26,Good,Ozone,33.565278,-86.796389,Jefferson
Alabama,2012-01-01,28,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2012-01-01,33,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2012-01-01,31,Good,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2012-01-01,46,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2012-01-01,46,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2012-01-01,22,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2012-01-01,28,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2012-01-01,29,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2012-01-01,35,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2012-01-01,30,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2012-01-01,83,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2012-01-01,33,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2012-01-01,27,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2013-01-01,30,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2013-01-01,21,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2013-01-01,23,Good,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2013-01-01,36,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2013-01-01,28,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2013-01-01,13,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2013-01-01,42,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2013-01-01,39,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2013-01-01,24,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2013-01-01,50,Good,PM2.5,32.437028,-84.999653,Russell
Alabama,2013-01-01,20,Good,PM2.5,33.0928,-86.8072,Shelby
Alabama,2013-01-01,18,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2014-01-01,23,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2014-01-01,62,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2015-01-01,29,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2015-01-01,62,Moderate,PM2.5,33.904039,-86.053867,Etowah
Alabama,2015-01-01,62,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2015-01-01,45,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2015-01-01,57,Moderate,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2015-01-01,32,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2015-01-01,66,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2015-01-01,56,Moderate,PM2.5,32.362606,-88.277992,Sumter
Alabama,2015-01-01,58,Moderate,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2016-01-01,33,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2016-01-01,40,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2016-01-01,42,Good,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2016-01-01,65,Moderate,PM2.5,33.904039,-86.053867,Etowah
Alabama,2016-01-01,51,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2016-01-01,30,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2016-01-01,52,Moderate,PM2.5,34.772727,-86.756174,Madison
Alabama,2016-01-01,44,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2016-01-01,42,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2016-01-01,57,Moderate,PM2.5,34.530717,-86.967536,Morgan
Alabama,2016-01-01,57,Moderate,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2017-01-01,21,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2017-01-01,11,Good,PM2.5,33.284928,-85.803608,Clay
Alabama,2017-01-01,20,Good,PM2.5,34.289001,-85.970065,DeKalb
Alabama,2017-01-01,34,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2017-01-01,29,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2017-01-01,8,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2017-01-01,12,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2017-01-01,18,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2017-01-01,31,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2017-01-01,18,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2017-01-01,0,Good,SO2,33.0928,-86.8072,Shelby
Alabama,2017-01-01,8,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2017-01-01,16,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2018-01-01,58,Moderate,PM2.5,33.904039,-86.053867,Etowah
Alabama,2018-01-01,52,Moderate,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2018-01-01,27,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2018-01-01,10,Good,SO2,30.474305,-88.141022,Mobile
Alabama,2018-01-01,39,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2018-01-01,50,Good,PM2.5,32.437028,-84.999653,Russell
Alabama,2018-01-01,1,Good,SO2,33.0928,-86.8072,Shelby
Alabama,2018-01-01,35,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2018-01-01,44,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2019-01-01,23,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2019-01-01,30,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2019-01-01,23,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2019-01-01,42,Good,PM2.5,30.474305,-88.141022,Mobile
Alabama,2019-01-01,35,Good,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2019-01-01,18,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2019-01-01,20,Good,PM2.5,32.437028,-84.999653,Russell
Alabama,2019-01-01,0,Good,SO2,33.0928,-86.8072,Shelby
Alabama,2019-01-01,5,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2020-01-01,48,Good,PM2.5,30.497478,-87.880258,Baldwin
Alabama,2020-01-01,38,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2020-01-01,28,Good,PM2.5,33.904039,-86.053867,Etowah
Alabama,2020-01-01,49,Good,PM2.5,33.565278,-86.796389,Jefferson
Alabama,2020-01-01,8,Good,PM2.5,34.342904,-87.33973,Lawrence
Alabama,2020-01-01,37,Good,PM2.5,34.772727,-86.756174,Madison
Alabama,2020-01-01,54,Moderate,PM2.5,30.474305,-88.141022,Mobile
Alabama,2020-01-01,57,Moderate,PM2.5,32.412811,-86.263394,Montgomery
Alabama,2020-01-01,20,Good,PM2.5,34.530717,-86.967536,Morgan
Alabama,2020-01-01,57,Moderate,PM2.5,32.437028,-84.999653,Russell
Alabama,2020-01-01,3,Good,SO2,33.0928,-86.8072,Shelby
Alabama,2020-01-01,21,Good,PM2.5,32.362606,-88.277992,Sumter
Alabama,2020-01-01,23,Good,PM2.5,33.089772,-87.459733,Tuscaloosa
Alabama,2021-01-01,30,Good,Ozone,34.289001,-85.970065,DeKalb
Alabama,2021-01-01,36,Good,PM2.5,33.565278,-86.796389,Jefferson
Alaska,2001-01-01,75,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2001-01-01,36,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2001-01-01,79,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2001-01-01,24,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2001-01-01,53,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2002-01-01,22,Good,CO,61.3267,-149.569707,Anchorage 
Alaska,2002-01-01,38,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2002-01-01,27,Good,CO,64.839846,-147.653858,Fairbanks North Star 
Alaska,2003-01-01,18,Good,CO,61.3267,-149.569707,Anchorage 
Alaska,2003-01-01,31,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2003-01-01,18,Good,CO,64.839846,-147.653858,Fairbanks North Star 
Alaska,2004-01-01,10,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2004-01-01,94,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2004-01-01,37,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2004-01-01,19,Good,CO,64.839846,-147.653858,Fairbanks North Star 
Alaska,2004-01-01,3,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2004-01-01,3,Good,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2005-01-01,16,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2005-01-01,13,Good,CO,61.3267,-149.569707,Anchorage 
Alaska,2005-01-01,34,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2005-01-01,18,Good,CO,64.839846,-147.653858,Fairbanks North Star 
Alaska,2005-01-01,112,Unhealthy for Sensitive Groups,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2005-01-01,5,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2005-01-01,68,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2006-01-01,19,Good,CO,61.3267,-149.569707,Anchorage 
Alaska,2006-01-01,39,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2006-01-01,139,Unhealthy for Sensitive Groups,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2007-01-01,44,Good,CO,61.3267,-149.569707,Anchorage 
Alaska,2007-01-01,28,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2007-01-01,77,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2008-01-01,6,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2008-01-01,57,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2008-01-01,35,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2008-01-01,90,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2008-01-01,32,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2008-01-01,3,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2008-01-01,95,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2009-01-01,7,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2009-01-01,77,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2009-01-01,33,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2009-01-01,85,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2009-01-01,106,Unhealthy for Sensitive Groups,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2009-01-01,3,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2009-01-01,86,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2010-01-01,91,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2010-01-01,35,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2010-01-01,153,Unhealthy,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2010-01-01,87,Moderate,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2010-01-01,70,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2011-01-01,48,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2011-01-01,42,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2011-01-01,79,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2011-01-01,68,Moderate,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2011-01-01,6,Good,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2012-01-01,10,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2012-01-01,66,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2012-01-01,30,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2012-01-01,77,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2012-01-01,25,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2012-01-01,13,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2012-01-01,127,Unhealthy for Sensitive Groups,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2013-01-01,3,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2013-01-01,13,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2013-01-01,42,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2013-01-01,68,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2013-01-01,13,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2013-01-01,8,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2013-01-01,6,Good,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2014-01-01,39,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2014-01-01,41,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2014-01-01,161,Unhealthy,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2014-01-01,18,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2014-01-01,2,Good,PM10,60.012315,-151.711491,Kenai Peninsula 
Alaska,2014-01-01,7,Good,PM10,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2015-01-01,33,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2015-01-01,30,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2015-01-01,91,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2015-01-01,51,Moderate,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2015-01-01,35,Good,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2016-01-01,13,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2016-01-01,27,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2016-01-01,39,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2016-01-01,128,Unhealthy for Sensitive Groups,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2016-01-01,9,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2016-01-01,5,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2016-01-01,34,Good,Ozone,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2017-01-01,14,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2017-01-01,68,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2017-01-01,37,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2017-01-01,170,Unhealthy,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2017-01-01,103,Unhealthy for Sensitive Groups,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2017-01-01,16,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2017-01-01,155,Unhealthy,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2018-01-01,53,Moderate,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2018-01-01,38,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2018-01-01,153,Unhealthy,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2018-01-01,34,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2018-01-01,51,Moderate,PM10,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2019-01-01,12,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2019-01-01,17,Good,PM2.5,60.79583,-161.767,Bethel 
Alaska,2019-01-01,41,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2019-01-01,81,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2019-01-01,29,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2019-01-01,5,Good,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2020-01-01,7,Good,PM2.5,55.324675,-160.508331,Aleutians East 
Alaska,2020-01-01,26,Good,PM2.5,61.3267,-149.569707,Anchorage 
Alaska,2020-01-01,9,Good,PM10,60.79583,-161.767,Bethel 
Alaska,2020-01-01,32,Good,Ozone,63.7232,-148.9676,Denali 
Alaska,2020-01-01,52,Moderate,PM2.5,64.839846,-147.653858,Fairbanks North Star 
Alaska,2020-01-01,27,Good,PM2.5,58.388497,-134.567237,Juneau 
Alaska,2020-01-01,5,Good,PM2.5,60.012315,-151.711491,Kenai Peninsula 
Alaska,2020-01-01,60,Moderate,PM2.5,62.314754,-150.317909,Matanuska-Susitna 
Alaska,2021-01-01,37,Good,Ozone,63.7232,-148.9676,Denali 
Arizona,2001-01-01,92,Moderate,PM10,32.00941,-109.38906,Cochise
Arizona,2001-01-01,55,Moderate,PM2.5,35.225136,-111.607603,Coconino
Arizona,2001-01-01,109,Unhealthy for Sensitive Groups,SO2,33.419017,-110.82967,Gila
Arizona,2001-01-01,155,Unhealthy,PM2.5,33.503833,-112.095767,Maricopa
Arizona,2001-01-01,18,Good,PM10,36.019302,-114.069205,Mohave
Arizona,2001-01-01,34,Good,PM10,33.85815,-109.97029,Navajo
Arizona,2001-01-01,40,Good,PM10,32.248712,-111.218494,Pima
Arizona,2001-01-01,56,Moderate,PM2.5,33.293465,-111.285594,Pinal
Arizona,2001-01-01,130,Unhealthy for Sensitive Groups,PM10,31.33745,-110.93715,Santa Cruz
Arizona,2001-01-01,42,Good,Ozone,34.340556,-111.683923,Yavapai
Arizona,2001-01-01,19,Good,PM10,32.690278,-114.61444,Yuma
Arizona,2002-01-01,31,Good,Ozone,35.225136,-111.607603,Coconino
Arizona,2002-01-01,60,Moderate,SO2,33.419017,-110.82967,Gila
Arizona,2002-01-01,150,Unhealthy for Sensitive Groups,PM2.5,33.503833,-112.095767,Maricopa
Arizona,2002-01-01,55,Moderate,PM2.5,32.248712,-111.218494,Pima
Arizona,2002-01-01,30,Good,Ozone,33.293465,-111.285594,Pinal
Arizona,2003-01-01,8,Good,PM10,34.058475,-109.441259,Apache
Arizona,2003-01-01,47,Good,Ozone,32.00941,-109.38906,Cochise
Arizona,2003-01-01,40,Good,Ozone,35.225136,-111.607603,Coconino
Arizona,2003-01-01,121,Unhealthy for Sensitive Groups,SO2,33.419017,-110.82967,Gila
Arizona,2003-01-01,68,Moderate,CO,33.503833,-112.095767,Maricopa
Arizona,2003-01-01,38,Good,Ozone,33.85815,-109.97029,Navajo
Arizona,2003-01-01,63,Moderate,PM2.5,32.248712,-111.218494,Pima
Arizona,2003-01-01,40,Good,Ozone,33.293465,-111.285594,Pinal
Arizona,2004-01-01,8,Good,PM10,34.058475,-109.441259,Apache
Arizona,2004-01-01,37,Good,Ozone,32.00941,-109.38906,Cochise
Arizona,2004-01-01,36,Good,Ozone,35.225136,-111.607603,Coconino
Arizona,2004-01-01,121,Unhealthy for Sensitive Groups,SO2,33.419017,-110.82967,Gila
Arizona,2004-01-01,86,Moderate,PM2.5,33.503833,-112.095767,Maricopa
Arizona,2004-01-01,8,Good,PM2.5,36.019302,-114.069205,Mohave
Arizona,2004-01-01,38,Good,Ozone,33.85815,-109.97029,Navajo
Arizona,2004-01-01,45,Good,PM2.5,32.248712,-111.218494,Pima
Arizona,2004-01-01,31,Good,Ozone,33.293465,-111.285594,Pinal
Arizona,2004-01-01,17,Good,PM2.5,34.340556,-111.683923,Yavapai
Arizona,2005-01-01,16,Good,PM10,34.058475,-109.441259,Apache
Arizona,2005-01-01,55,Moderate,PM2.5,32.00941,-109.38906,Cochise
Arizona,2005-01-01,38,Good,Ozone,35.225136,-111.607603,Coconino
Arizona,2005-01-01,162,Unhealthy,SO2,33.419017,-110.82967,Gila
Arizona,2005-01-01,152,Unhealthy,PM2.5,33.503833,-112.095767,Maricopa
Arizona,2005-01-01,5,Good,PM2.5,36.019302,-114.069205,Mohave
Arizona,2005-01-01,39,Good,Ozone,33.85815,-109.97029,Navajo
Arizona,2005-01-01,45,Good,PM2.5,32.248712,-111.218494,Pima
